-58.1593928076486,-37.08452266980181,-59.53524107136195
-56.695483188427225,-39.79787883087593,-438.4389761903198
-57.27078866868798,-37.538592782142125,-94.26728381862497
-55.99196950622964,-37.09569071648256,-123.5676249533704
-58.52532621603334,-36.7589903048774,-123.27393988552828
-56.81697003265781,-39.691895994669956,-423.7420673665501
-55.44201724230502,-38.68810462659911,-253.2108888342558
-58.51900194132578,-36.51307987674147,-58.592393203367905
-55.1717111872743,-37.38222825647942,-404.64843137178104
-56.95528206165229,-36.05150034782428,-166.51062207454606
-55.45552540608552,-35.95307228372784,-229.8187895764099
-59.37897063477417,-38.03573985597872,-89.33433718991984
-58.186721739125964,-38.72139042423787,-413.2191691668038
-58.18451872139085,-37.3986283450609,-179.5402730855244
-56.399053853083196,-35.34595230224788,-356.98526280481593
-55.3760575810842,-35.844106433096584,-233.5104493586342
-55.91134959562614,-39.229440896186716,-172.59783929081343
-56.55935752905981,-38.317418864489355,-415.76216865098
-55.10938032447368,-35.20010038834098,-496.3042192350579
-58.52912463257432,-39.9005958242298,-293.2608882699664
-59.58839534202375,-35.91461441408678,-379.9051903603418
-59.77882227505115,-37.61967946454092,-384.4153679074776
-58.03380774972453,-39.669301639444335,-197.0726491609915
-59.871147942257004,-37.82568382340784,-238.17629346046004
-59.50797537544194,-37.47165209392014,-225.40174031642795
-55.66879095838073,-38.40582794208683,-254.24041937808866
-56.62669053304475,-35.191666127441096,-239.49760588075463
-56.72722694671817,-38.15235771494655,-255.38268363428216
-59.247570284536295,-37.528855193973946,-172.3278991302288
-55.302565019763165,-39.47261717936434,-82.134485119083
-57.93604396628329,-36.01412922564746,-100.65271223759294
-58.681059213487266,-38.48460094376567,-490.58818258758436
-59.502708323726665,-35.05881053616927,-477.0654316484678
-55.639556718086624,-37.30017017058488,-231.71960100159353
-56.82878215946763,-37.96771794469711,-206.91908295992914
-59.06257096152793,-35.115372891840146,-433.2754716689281
-59.41314170658535,-39.583051158027224,-418.95035395452084
-58.49021543283872,-39.59372732810749,-373.2617104698134
-55.51276197927786,-36.31942906988087,-264.0581659716623
-55.9027251555804,-39.298495100078256,-232.00477793362515
-57.21283646441436,-38.57653227592666,-406.5017978196415
-56.08733646232754,-37.45505244892174,-134.3844018485098
-59.99963819317949,-35.63477189313868,-451.9680301092697
-57.04760659309243,-39.48611241746539,-73.91315835240736
-59.508621921997346,-38.621731802294434,-323.8656279150119
-59.38858882175473,-37.426445848836245,-453.96312980895783
-58.672425603709094,-38.02233095751611,-335.0881581578789
-58.88464267360692,-36.24621471876888,-407.92690469416357
-55.198703728665755,-37.76859394596737,-407.88938904006693
-58.23645596407207,-36.97083173898054,-246.8547078932537
-57.90716475446544,-37.85116980971483,-266.8743612242223
-59.63057337074152,-38.18106317099224,-82.27618149638597
-57.6329959699401,-38.61732282405804,-65.12261360065739
-57.068453022774996,-35.586563748158795,-346.2776806099174
-59.57107171634748,-35.06859187721494,-272.6559732093777
-59.26767233925953,-38.78272232028276,-412.8772902397265
-59.80387171594052,-36.58905080355145,-402.1317660876884
-55.9409507609622,-36.53189886681357,-355.2951692445076
-56.152768078083795,-39.924682075533966,-83.9059679889171
-59.01218393532863,-38.10954911814745,-401.98196711958406
-56.69160564898212,-36.485495473008044,-323.2552385959091
-57.78661321873,-37.049227149226,-315.6265763267039
-55.84264529633636,-39.955059176072425,-433.7131435454148
